false,false,16,16,256,1,206.01565718994644,490.0,1935.865306122449,4031.0,8503.0,510.0,1672.450980392157,3827.0,6471.0
false,false,16,16,256,3,205.5921052631579,495.0,1945.2323232323233,4719.0,8783.0,505.0,1665.2435643564356,3521.0,6531.0
false,false,16,16,256,5,199.64064683569575,494.0,2073.9595141700406,4483.0,11343.0,506.0,1886.2233201581028,5019.0,8007.0
false,false,16,16,256,7,193.19938176197837,501.0,2385.9041916167666,5847.0,9711.0,499.0,1885.687374749499,4695.0,8039.0
false,false,16,16,384,1,202.38818053025705,504.0,2010.017857142857,4955.0,7963.0,496.0,1775.8346774193549,4175.0,7831.0
false,false,16,16,384,3,200.0400080016003,522.0,2144.22030651341,4891.0,10087.0,478.0,1815.5460251046024,4347.0,7739.0
false,false,16,16,384,5,196.88915140775742,499.0,2099.4168336673347,5187.0,7951.0,501.0,1978.367265469062,5963.0,8583.0
false,false,16,16,384,7,203.8320423970648,522.0,1923.3352490421455,4427.0,8207.0,478.0,1744.3389121338912,3675.0,7431.0
false,false,16,16,512,1,199.0842126219391,504.0,2138.1011904761904,4679.0,7955.0,496.0,1809.6854838709678,3827.0,6411.0
false,false,16,16,512,3,199.04458598726114,463.0,2075.9654427645787,5207.0,7811.0,537.0,1813.6052141527002,4443.0,7311.0
false,false,16,16,512,5,199.12385503783352,486.0,2009.5905349794239,4535.0,9071.0,514.0,1777.4007782101166,3699.0,8415.0
false,false,16,16,512,7,196.7729240456513,476.0,2245.733193277311,5319.0,10615.0,524.0,1872.6984732824428,4451.0,10559.0
false,false,16,16,640,1,199.84012789768187,480.0,2131.7520833333333,4847.0,7199.0,520.0,1745.876923076923,3969.0,6683.0
false,false,16,16,640,3,202.5931928687196,506.0,2031.1739130434783,5079.0,8799.0,494.0,1770.6194331983806,3975.0,6719.0
false,false,16,16,640,5,201.3693113169553,561.0,2003.6844919786097,4403.0,7659.0,439.0,1806.9749430523918,4767.0,8163.0
false,false,16,16,640,7,193.16206297083252,533.0,2198.750469043152,4935.0,10431.0,467.0,1983.3790149892934,5255.0,7739.0
false,false,16,24,256,1,202.67531414673692,515.0,1971.4582524271846,4851.0,7467.0,485.0,1817.7092783505154,4339.0,10239.0
false,false,16,24,256,3,201.08586366378444,484.0,2052.4545454545455,4147.0,8759.0,516.0,1733.0755813953488,4247.0,8647.0
false,false,16,24,256,5,123.45679012345678,541.0,2172.818853974122,5179.0,9903.0,459.0,1890.6775599128541,5379.0,9287.0
false,false,16,24,256,7,199.04458598726114,488.0,2003.7909836065573,4647.0,8027.0,512.0,1834.341796875,4515.0,7083.0
false,false,16,24,384,1,198.92580067634773,484.0,2146.4235537190084,5067.0,8607.0,516.0,1864.7906976744187,4755.0,7883.0
false,false,16,24,384,3,198.4914648670107,513.0,2117.231968810916,5099.0,7947.0,487.0,1785.3429158110882,4227.0,7171.0
false,false,16,24,384,5,201.00502512562815,505.0,2062.8514851485147,5403.0,8247.0,495.0,1848.3535353535353,4775.0,8959.0
false,false,16,24,384,7,199.0842126219391,500.0,2139.78,4659.0,8743.0,500.0,1845.92,4983.0,8695.0
false,false,16,24,512,1,196.811651249754,507.0,2205.9112426035504,5351.0,9543.0,493.0,1873.7079107505072,4199.0,10615.0
false,false,16,24,512,3,201.2072434607646,474.0,2054.831223628692,5167.0,8271.0,526.0,1820.6368821292776,4571.0,9071.0
false,false,16,24,512,5,197.58940920766648,513.0,2134.167641325536,4735.0,7611.0,487.0,1899.065708418891,4631.0,7591.0
false,false,16,24,512,7,193.91118867558657,489.0,2236.3047034764827,5015.0,10207.0,511.0,1939.317025440313,4447.0,7855.0
false,false,16,24,640,1,123.86968908708039,498.0,2050.277108433735,4743.0,8471.0,502.0,1866.8545816733067,4551.0,7971.0
false,false,16,24,640,3,201.28824476650564,507.0,2087.005917159763,4627.0,9831.0,493.0,1716.9006085192698,3699.0,7571.0
false,false,16,24,640,5,200.64205457463885,514.0,2060.4610894941634,5043.0,8495.0,486.0,1828.19341563786,4103.0,6867.0
false,false,16,24,640,7,126.23074981065388,518.0,1993.0482625482625,4591.0,8919.0,482.0,1712.6846473029045,3631.0,6671.0
false,false,16,32,256,1,200.2803925495694,479.0,2000.2818371607516,4547.0,6939.0,521.0,1857.042226487524,5087.0,7915.0
false,false,16,32,256,3,200.3606491685033,524.0,2030.0858778625955,4595.0,8711.0,476.0,1805.0693277310925,4739.0,8087.0
