false,false,16,16,256,1,132.18770654329148,1000.0
487.0,3310.332
5563.063655030801,5211.0
8263.0,7447.0
11575.0,487.0,2241.870636550308,3305.0,6071.0
false,false,16,16,256,3,131.71759747102212,1000.0
497.0,3282.705
5681.967806841047,4955.0
8303.0,7735.0
12887.0,497.0,2260.2032193158952,3275.0,5871.0
false,false,16,16,256,5,132.1353065539112,1000.0
498.0,3346.256
5716.391566265061,4987.0
8095.0,7907.0
11039.0,498.0,2202.413654618474,3103.0,4667.0
false,false,16,16,256,7,132.43279035889287,1000.0
499.0,3335.825
5564.89378757515,5311.0
8607.0,6895.0
11199.0,499.0,2170.1482965931864,3339.0,4343.0
false,false,16,16,384,1,130.53126223730584,1000.0
503.0,3431.605
5792.8628230616305,5439.0
8631.0,7651.0
10911.0,503.0,2192.9264413518886,3263.0,5019.0
false,false,16,16,384,3,130.48016701461378,1000.0
503.0,3420.257
5631.518886679921,5543.0
8287.0,8163.0
9879.0,503.0,2157.666003976143,3177.0,4271.0
false,false,16,16,384,5,128.32028743744385,1000.0
483.0,3591.49
5827.312629399586,5811.0
8799.0,8091.0
11103.0,483.0,2230.985507246377,3387.0,4831.0
false,false,16,16,384,7,127.08095056551024,1000.0
512.0,3558.893
5954.130859375,5735.0
9159.0,8391.0
15711.0,512.0,2321.3203125,3419.0,7423.0
false,false,16,16,512,1,126.77484787018255,1000.0
513.0,3565.614
5935.411306042885,6191.0
9863.0,8479.0
13351.0,513.0,2286.890838206628,3595.0,6251.0
false,false,16,16,512,3,126.806999746386,1000.0
492.0,3673.313
5989.908536585366,5899.0
9039.0,8319.0
14591.0,492.0,2220.9146341463415,3291.0,5911.0
false,false,16,16,512,5,126.95188523549575,1000.0
490.0,3661.732
6010.820408163266,5759.0
9119.0,9719.0
12615.0,490.0,2174.6,3137.0,4819.0
false,false,16,16,512,7,127.00025400050801,1000.0
506.0,3680.536
5894.422924901186,6083.0
9151.0,8591.0
12847.0,506.0,2109.7332015810275,3085.0,4207.0
