false,false,16,16,256,1,88.73114463176574,1000.0
518.0,3637.652
6376.320463320463,6139.0
9567.0,8927.0
13191.0,518.0,2548.189189189189,3627.0,5955.0
false,false,16,16,256,3,118.73664212776063,1000.0
536.0,3738.378
6327.460820895522,5975.0
9327.0,9503.0
12559.0,536.0,2551.097014925373,3663.0,6519.0
false,false,16,16,256,5,87.26003490401396,1000.0
502.0,3721.071
6487.5597609561755,5791.0
9239.0,9295.0
15615.0,502.0,2751.300796812749,3893.0,9279.0
false,false,16,16,256,7,121.55099064057372,1000.0
504.0,3657.652
6257.744047619048,6003.0
9367.0,9159.0
14095.0,504.0,2561.871031746032,3695.0,5919.0
false,false,16,16,384,1,88.41732979664015,1000.0
493.0,3702.51
6440.448275862069,5915.0
8911.0,8871.0
17471.0,493.0,2622.608519269777,3661.0,7399.0
false,false,16,16,384,3,119.09015124449208,1000.0
503.0,3801.02
6600.727634194831,5987.0
9527.0,8303.0
11839.0,503.0,2579.5666003976144,3673.0,6623.0
false,false,16,16,384,5,88.73901854645487,1000.0
510.0,3625.664
6317.225490196079,5815.0
9759.0,8927.0
16191.0,510.0,2538.0019607843137,3605.0,8919.0
false,false,16,16,384,7,121.89176011701609,1000.0
495.0,3668.526
6109.632323232323,5915.0
8919.0,9615.0
10423.0,495.0,2470.7090909090907,3439.0,5231.0
false,false,16,16,512,1,87.10801393728222,1000.0
524.0,3790.143
6535.230916030534,5695.0
9583.0,10127.0
15815.0,524.0,2581.017175572519,3683.0,6543.0
false,false,16,16,512,3,103.90689941812137,1000.0
525.0,3599.538
6228.521904761905,5795.0
9415.0,8447.0
12815.0,525.0,2454.9104761904764,3539.0,5795.0
false,false,16,16,512,5,88.19897689186806,1000.0
530.0,3678.519
6407.1,5731.0
8743.0,8343.0
12999.0,530.0,2563.4849056603775,3525.0,6027.0
false,false,16,16,512,7,86.94896095991653,1000.0
510.0,3765.637
6687.029411764706,6055.0
10439.0,8671.0
13263.0,510.0,2695.386274509804,3811.0,7159.0
false,false,16,16,640,1,88.7784090909091,1000.0
473.0,3696.545
6442.454545454545,5691.0
9439.0,9399.0
13583.0,473.0,2590.959830866808,3951.0,6791.0
false,false,16,16,640,3,88.55827134254339,1000.0
497.0,3662.338
6442.378269617706,5611.0
9279.0,9087.0
14999.0,497.0,2611.28370221328,3697.0,8503.0
false,false,16,16,640,5,119.2321449862883,1000.0
515.0,3757.67
6420.1067961165045,5775.0
9311.0,9159.0
15039.0,515.0,2581.4174757281553,3583.0,6655.0
false,false,16,16,640,7,88.45643520566121,1000.0
516.0,3659.111
6289.073643410853,5971.0
9567.0,8639.0
13479.0,516.0,2530.5368217054265,3791.0,6115.0
false,false,16,24,256,1,120.30798845043311,1000.0
505.0,3663.637
6231.667326732673,5567.0
9543.0,8935.0
12655.0,505.0,2581.7069306930694,3617.0,7183.0
false,false,16,24,256,3,86.39308855291577,1000.0
521.0,3847.841
6613.525911708253,6307.0
10159.0,9287.0
13151.0,521.0,2624.0614203454893,3671.0,6667.0
false,false,16,24,256,5,120.8313194780087,1000.0
512.0,3645.954
6236.392578125,5647.0
9207.0,8207.0
11895.0,512.0,2534.767578125,3453.0,6951.0
false,false,16,24,256,7,88.47991505928154,1000.0
506.0,3658.118
6434.203557312253,5735.0
9335.0,10119.0
13799.0,506.0,2596.0731225296445,3565.0,5743.0
false,false,16,24,384,1,118.93434823977165,1000.0
508.0,3737.77
6636.755905511811,5651.0
9951.0,8911.0
15119.0,508.0,2667.4015748031497,4077.0,7031.0
false,false,16,24,384,3,89.08685968819599,1000.0
480.0,3660.821
6382.510416666667,5847.0
9903.0,9271.0
14839.0,480.0,2588.4375,3703.0,7175.0
false,false,16,24,384,5,88.04366966015144,1000.0
517.0,3703.478
6282.918762088975,5775.0
9623.0,9487.0
14639.0,517.0,2576.597678916828,3875.0,7891.0
false,false,16,24,384,7,87.71929824561404,1000.0
504.0,3705.867
6546.210317460317,5995.0
9695.0,7791.0
12647.0,504.0,2733.2281746031745,3907.0,6707.0
false,false,16,24,512,1,88.57395925597874,1000.0
507.0,3680.515
6300.915187376726,5907.0
9215.0,9111.0
13247.0,507.0,2563.7297830374755,3879.0,5695.0
false,false,16,24,512,3,88.61320336730172,1000.0
489.0,3633.324
6530.799591002045,5891.0
9751.0,9415.0
