false,false,16,16,256,1,143.8641922025608,1000.0
516.0,2452.166
4926.751937984496,5891.0
10479.0,9215.0
15055.0,516.0,2417.7248062015506,6255.0,11247.0
false,false,16,16,256,3,147.5796930342385,1000.0
501.0,2383.71
4666.728542914172,5415.0
9975.0,10175.0
16103.0,501.0,2231.620758483034,5555.0,10431.0
false,false,16,16,256,5,148.89815366289457,1000.0
504.0,2361.686
4627.166666666667,5471.0
9735.0,8167.0
14063.0,504.0,2236.688492063492,5247.0,10127.0
false,false,16,16,256,7,146.0706982179375,1000.0
517.0,2457.738
4516.62669245648,6363.0
9567.0,11711.0
15839.0,517.0,2161.522243713733,5311.0,9519.0
false,false,16,16,384,1,145.90020426028596,1000.0
517.0,2402.454
4958.48162475822,5759.0
10711.0,9519.0
16943.0,517.0,2352.303675048356,5555.0,12095.0
false,false,16,16,384,3,144.21690222094028,1000.0
482.0,2514.771
5091.022821576764,6095.0
11847.0,11575.0
16319.0,482.0,2407.3464730290457,5551.0,9055.0
false,false,16,16,384,5,143.02059496567506,1000.0
499.0,2533.348
5039.28256513026,6479.0
10799.0,10783.0
17775.0,499.0,2428.4028056112224,5819.0,13487.0
false,false,16,16,384,7,143.10246136233542,1000.0
527.0,2577.774
4689.415559772296,6575.0
10327.0,11295.0
17263.0,527.0,2141.1043643263756,4799.0,9719.0
false,false,16,16,512,1,145.75134819997086,1000.0
537.0,2329.266
4717.415270018622,5855.0
10247.0,11759.0
15903.0,537.0,2341.959031657356,6011.0,11631.0
false,false,16,16,512,3,144.57134595923088,1000.0
516.0,2504.83
4899.319767441861,5955.0
11807.0,12423.0
16431.0,516.0,2291.3798449612405,5699.0,10039.0
false,false,16,16,512,5,142.69406392694063,1000.0
517.0,2495.397
4982.255319148936,6075.0
11015.0,10943.0
17599.0,517.0,2405.8588007736944,5983.0,12751.0
false,false,16,16,512,7,146.15609470914936,1000.0
492.0,2486.838
4891.012195121952,6403.0
10543.0,11879.0
16559.0,492.0,2267.558943089431,5611.0,8839.0
false,false,16,16,640,1,143.78145219266713,1000.0
480.0,2551.465
5006.2875,5967.0
10879.0,10119.0
16751.0,480.0,2373.6,5683.0,10239.0
false,false,16,16,640,3,142.7551748750892,1000.0
507.0,2600.857
4982.832347140039,6283.0
10911.0,11943.0
14951.0,507.0,2330.627218934911,5351.0,9095.0
