false,false,16,16,256,1,163.55904481517828,490.0,3595.0387755102042,5563.0,6443.0,510.0,2301.1666666666665,3327.0,4099.0
false,false,16,16,256,3,163.61256544502618,509.0,3688.481335952849,5451.0,7403.0,491.0,2249.521384928717,3155.0,4045.0
false,false,16,16,256,5,160.926939169617,521.0,3768.9059500959693,5359.0,7051.0,479.0,2403.4864300626305,3497.0,4671.0
false,false,16,16,256,7,162.83992835043153,505.0,3732.6653465346535,5731.0,7743.0,495.0,2301.878787878788,3287.0,3933.0
false,false,16,16,384,1,159.69338869370807,507.0,3853.041420118343,5707.0,7639.0,493.0,2346.693711967546,3143.0,4735.0
false,false,16,16,384,3,160.8492842206852,506.0,3950.1699604743085,5719.0,7491.0,494.0,2256.7773279352227,3225.0,3911.0
false,false,16,16,384,5,158.22784810126583,516.0,3999.970930232558,6099.0,7211.0,484.0,2326.4896694214876,3347.0,3931.0
false,false,16,16,384,7,107.55001075500108,493.0,4092.6369168356996,6067.0,8139.0,507.0,2256.224852071006,3227.0,4223.0
false,false,16,16,512,1,108.33062506770663,480.0,4041.5645833333333,6259.0,8911.0,520.0,2272.5807692307694,3273.0,4163.0
false,false,16,16,512,3,107.23860589812332,520.0,4074.1,6171.0,8663.0,480.0,2274.80625,3321.0,5163.0
false,false,16,16,512,5,107.68899418479431,471.0,4117.789808917198,6267.0,8887.0,529.0,2268.4253308128546,3197.0,3859.0
false,false,16,16,512,7,106.49627263045794,522.0,4186.425287356322,6483.0,8775.0,478.0,2257.510460251046,3209.0,4183.0
false,false,16,16,640,1,156.76438313215237,513.0,4249.869395711501,6283.0,11071.0,487.0,2252.6365503080083,3197.0,5199.0
false,false,16,16,640,3,155.13496742165685,480.0,4381.585416666667,6907.0,10151.0,520.0,2335.4288461538463,3113.0,4123.0
false,false,16,16,640,5,106.45092612305727,498.0,4285.481927710844,6555.0,11071.0,502.0,2275.4521912350597,3167.0,3693.0
false,false,16,16,640,7,105.19671786240269,507.0,4397.948717948718,6915.0,10383.0,493.0,2369.9330628803245,3273.0,4903.0
false,false,16,24,256,1,110.03521126760563,528.0,3458.471590909091,4655.0,5663.0,472.0,2297.281779661017,3095.0,3671.0
false,false,16,24,256,3,109.80564401010211,490.0,3683.0673469387757,5423.0,6971.0,510.0,2271.725490196078,3291.0,3801.0
false,false,16,24,256,5,161.57699143641946,496.0,3733.1955645161293,5483.0,6683.0,504.0,2276.8253968253966,3277.0,4077.0
false,false,16,24,256,7,108.34236186348862,498.0,3751.586345381526,5659.0,7707.0,502.0,2274.0019920318723,3253.0,3963.0
false,false,16,24,384,1,107.82833728703903,522.0,3821.05938697318,5835.0,8071.0,478.0,2241.989539748954,3127.0,4435.0
false,false,16,24,384,3,107.3998496402105,503.0,3852.1968190854873,6055.0,8011.0,497.0,2321.1730382293763,3251.0,4363.0
false,false,16,24,384,5,108.28370330265295,492.0,3853.0508130081303,5963.0,7347.0,508.0,2282.3897637795276,3285.0,3827.0
false,false,16,24,384,7,158.70496746548167,494.0,3971.6923076923076,6091.0,8075.0,506.0,2279.1462450592885,3239.0,4059.0
false,false,16,24,512,1,156.98587127158555,512.0,3992.3359375,5879.0,7495.0,488.0,2278.2745901639346,3249.0,4039.0
false,false,16,24,512,3,105.70824524312897,539.0,4042.090909090909,6187.0,8279.0,461.0,2294.232104121475,3269.0,4081.0
false,false,16,24,512,5,105.74177857671566,506.0,4148.474308300395,6667.0,9231.0,494.0,2329.52024291498,3315.0,4375.0
false,false,16,24,512,7,105.84250635055038,500.0,4229.844,6695.0,8991.0,500.0,2262.908,3379.0,4683.0
false,false,16,24,640,1,155.32774153463808,493.0,4241.829614604462,6827.0,9175.0,507.0,2295.457593688363,3179.0,3963.0
false,false,16,24,640,3,104.82180293501048,549.0,4191.868852459016,6303.0,8919.0,451.0,2289.141906873614,3211.0,5663.0
false,false,16,24,640,5,105.29640939243971,520.0,4294.751923076923,6627.0,10047.0,480.0,2288.91875,3263.0,3877.0
false,false,16,24,640,7,105.58547143912998,497.0,4327.523138832998,6619.0,10175.0,503.0,2290.1988071570577,3339.0,4743.0
false,false,16,32,256,1,154.6551190844417,499.0,4294.228456913827,6955.0,9511.0,501.0,2252.836327345309,3425.0,4419.0
false,false,16,32,256,3,154.87068297971194,509.0,4292.176817288801,6951.0,10999.0,491.0,2264.7413441955196,3515.0,4867.0
false,false,16,32,256,5,105.17458981909971,490.0,4462.585714285714,7063.0,11063.0,510.0,2270.266666666667,3435.0,4979.0
false,false,16,32,256,7,153.7751806858373,502.0,4382.274900398406,6911.0,11263.0,498.0,2318.512048192771,3341.0,5511.0
false,false,16,32,384,1,151.83723048891588,498.0,4535.21686746988,7467.0,11311.0,502.0,2314.46812749004,3495.0,4099.0
false,false,16,32,384,3,153.28019619865114,512.0,4469.701171875,7399.0,9903.0,488.0,2226.4262295081967,3243.0,5167.0
false,false,16,32,384,5,104.22094841063054,486.0,4592.360082304527,7547.0,13247.0,514.0,2304.558365758755,3337.0,4767.0
false,false,16,32,384,7,152.34613040828762,529.0,4452.525519848771,7603.0,11583.0,471.0,2215.8407643312103,3207.0,4227.0
false,false,16,32,512,1,104.04744563520966,482.0,4717.114107883817,7479.0,11535.0,518.0,2256.8571428571427,3165.0,4339.0
