false,false,16,16,256,1,133.92259274139548,1000.0
498.0,3248.704
5495.118473895583,5119.0
8163.0,7151.0
12135.0,498.0,2188.40562248996,3243.0,5279.0
false,false,16,16,256,3,133.56484573260317,1000.0
511.0,3260.959
5562.569471624266,5159.0
8455.0,7743.0
10599.0,511.0,2150.9334637964776,3139.0,4069.0
false,false,16,16,256,5,132.5381047051027,1000.0
514.0,3310.697
5536.595330739299,5123.0
8247.0,7415.0
10799.0,514.0,2187.0603112840467,3205.0,4851.0
false,false,16,16,256,7,131.85654008438817,1000.0
494.0,3384.71
5685.836032388664,5411.0
8311.0,7171.0
11135.0,494.0,2201.31983805668,3205.0,5199.0
false,false,16,16,384,1,131.8217769575534,1000.0
509.0,3353.523
5559.125736738703,5627.0
9271.0,7383.0
11983.0,509.0,2154.998035363458,3347.0,5827.0
false,false,16,16,384,3,131.09596224436288,1000.0
534.0,3393.575
5501.601123595506,5523.0
8815.0,8087.0
11583.0,534.0,2092.0805243445693,2989.0,5543.0
false,false,16,16,384,5,127.11325791280031,1000.0
518.0,3614.615
5895.92084942085,6047.0
9159.0,9087.0
14375.0,518.0,2219.046332046332,3361.0,5975.0
false,false,16,16,384,7,127.95905310300704,1000.0
481.0,3590.774
5958.804573804574,5711.0
9023.0,9095.0
12791.0,481.0,2314.5155925155923,3331.0,5767.0
false,false,16,16,512,1,126.63036596175763,1000.0
507.0,3611.876
5840.102564102564,5763.0
8863.0,8495.0
11231.0,507.0,2210.076923076923,3209.0,5079.0
false,false,16,16,512,3,126.24668602449185,1000.0
489.0,3689.141
6121.950920245399,5903.0
9399.0,9279.0
15423.0,489.0,2247.676891615542,3447.0,5723.0
false,false,16,16,512,5,125.91286829513976,1000.0
495.0,3729.208
6106.393939393939,6059.0
9063.0,8327.0
11575.0,495.0,2182.8848484848486,3137.0,4475.0
false,false,16,16,512,7,91.95402298850574,1000.0
456.0,3726.182
6106.2390350877195,6063.0
9583.0,8575.0
12127.0,456.0,2180.7324561403507,3249.0,5123.0
false,false,16,16,640,1,127.2426517368622,1000.0
465.0,3719.647
5875.681720430108,6187.0
9263.0,8247.0
10519.0,465.0,2138.4537634408603,3187.0,4643.0
false,false,16,16,640,3,125.07817385866166,1000.0
493.0,3784.368
6030.993914807303,6043.0
8767.0,10703.0
12095.0,493.0,2176.1521298174443,3153.0,6031.0
false,false,16,16,640,5,91.49130832570906,1000.0
478.0,3748.565
6093.761506276151,6063.0
9231.0,9655.0
16991.0,478.0,2185.202928870293,3365.0,5499.0
false,false,16,16,640,7,123.3654083395016,1000.0
511.0,3815.088
6149.911937377691,6627.0
9751.0,8703.0
12631.0,511.0,2200.2504892367906,3329.0,5803.0
false,false,16,24,256,1,124.53300124533001,1000.0
505.0,3759.559
6066.229702970297,6343.0
9455.0,9999.0
13535.0,505.0,2198.548514851485,3359.0,5907.0
false,false,16,24,256,3,124.42453651860147,1000.0
494.0,3789.067
6074.912955465587,6239.0
8991.0,8359.0
12135.0,494.0,2157.002024291498,3053.0,4863.0
false,false,16,24,256,5,91.14939385653085,1000.0
497.0,3714.576
5758.3239436619715,6227.0
8575.0,9583.0
11431.0,497.0,2083.285714285714,3043.0,5471.0
false,false,16,24,256,7,125.1721116535236,1000.0
495.0,3747.879
5858.210101010101,6031.0
8687.0,9207.0
14903.0,495.0,2120.9454545454546,2941.0,3969.0
false,false,16,24,384,1,124.62612163509472,1000.0
502.0,3784.793
5920.276892430279,6375.0
9831.0,9375.0
13295.0,502.0,2091.3187250996016,3113.0,4507.0
false,false,16,24,384,3,90.26085386767758,1000.0
521.0,3790.87
5988.426103646833,6331.0
9383.0,9319.0
14103.0,521.0,2088.243761996161,2941.0,6463.0
false,false,16,24,384,5,123.33497779970399,1000.0
478.0,3883.772
6105.100418410042,6655.0
9671.0,10415.0
15023.0,478.0,2131.592050209205,3259.0,4347.0
false,false,16,24,384,7,89.00756564307966,1000.0
491.0,3900.422
6349.625254582485,6967.0
10375.0,9879.0
14175.0,491.0,2143.7393075356417,3055.0,4351.0
false,false,16,24,512,1,122.30919765166341,1000.0
502.0,3885.868
6023.354581673307,6595.0
9319.0,9911.0
11887.0,502.0,2139.2529880478087,3007.0,5119.0
false,false,16,24,512,3,120.74378169524269,1000.0
501.0,4021.908
6173.373253493014,6919.0
9631.0,11295.0
14991.0,501.0,2096.748502994012,2953.0,3799.0
false,false,16,24,512,5,120.68549360366885,1000.0
468.0,4073.197
6341.2991452991455,6863.0
10135.0,11319.0
15663.0,468.0,2147.1602564102564,3131.0,4719.0
false,false,16,24,512,7,121.61011796181442,1000.0
496.0,3942.041
6295.252016129032,6591.0
9839.0,10431.0
16559.0,496.0,2089.6915322580644,3111.0,3905.0
false,false,16,24,640,1,118.79306248515087,1000.0
500.0,4085.786
6431.486,6879.0
10087.0,11007.0
14871.0,500.0,2195.584,3165.0,4403.0
false,false,16,24,640,3,88.00492827598346,1000.0
510.0,4039.844
6378.794117647059,6855.0
10239.0,10847.0
14543.0,510.0,2109.8196078431374,3079.0,4515.0
false,false,16,24,640,5,118.87779362815026,1000.0
517.0,4120.279
6240.738878143134,7247.0
10167.0,11239.0
13183.0,517.0,2132.1721470019343,3199.0,3591.0
false,false,16,24,640,7,119.4600406164138,1000.0
496.0,4167.977
6411.314516129032,7291.0
10567.0,10983.0
16479.0,496.0,2108.185483870968,3019.0,3661.0
false,false,16,32,256,1,120.99213551119178,1000.0
472.0,4072.265
6296.423728813559,6827.0
9839.0,10599.0
14831.0,472.0,2164.7860169491523,3073.0,4651.0
false,false,16,32,256,3,118.11953697141507,1000.0
531.0,4126.881
6483.197740112994,7179.0
10567.0,11815.0
21551.0,531.0,2203.6403013182676,3085.0,6083.0
false,false,16,32,256,5,119.67448539971278,1000.0
480.0,4147.714
6489.629166666667,6939.0
9631.0,11695.0
15519.0,480.0,2149.9625,3177.0,4001.0
false,false,16,32,256,7,118.63803535413453,1000.0
523.0,4130.547
6533.76481835564,7211.0
10375.0,10631.0
16623.0,523.0,2140.307839388145,3095.0,4627.0
false,false,16,32,384,1,120.04801920768307,1000.0
501.0,4122.563
6210.730538922156,7239.0
9775.0,12007.0
14663.0,501.0,2065.5369261477044,2875.0,4005.0
false,false,16,32,384,3,117.79950524207798,1000.0
508.0,4203.145
6461.312992125984,7291.0
10175.0,11143.0
14863.0,508.0,2140.568897637795,3195.0,4563.0
false,false,16,32,384,5,117.75788977861517,1000.0
471.0,4238.945
6646.656050955414,7371.0
10623.0,11455.0
16815.0,471.0,2270.895966029724,3083.0,5971.0
false,false,16,32,384,7,115.72734637194769,1000.0
525.0,4312.391
6540.314285714286,7583.0
10871.0,11367.0
14839.0,525.0,2138.2819047619046,3127.0,4655.0
false,false,16,32,512,1,116.04966925844262,1000.0
524.0,4328.161
6578.673664122138,7799.0
10647.0,12431.0
14903.0,524.0,2128.891221374046,3131.0,3833.0
false,false,16,32,512,3,117.81338360037701,1000.0
498.0,4254.535
6512.853413654619,7451.0
10263.0,11879.0
17151.0,498.0,2109.114457831325,3079.0,4103.0
false,false,16,32,512,5,116.795141322121,1000.0
495.0,4328.927
6458.858585858586,7567.0
10015.0,11767.0
13343.0,495.0,2137.0,3007.0,4407.0
false,false,16,32,512,7,118.53959222380276,1000.0
495.0,4258.552
6431.806060606061,8019.0
10239.0,12231.0
19119.0,495.0,2036.3818181818183,2867.0,3825.0
false,false,16,32,640,1,115.5535012710885,1000.0
509.0,4375.604
6450.151277013752,7779.0
10359.0,12303.0
15207.0,509.0,2132.548133595285,2913.0,4591.0
false,false,16,32,640,3,115.42012927054478,1000.0
483.0,4398.154
6678.476190476191,8231.0
11383.0,12951.0
